Date;Activity;Details;Time;Involved People
2020-03-17;Organize;Purchase list for isolation in apartament;00:48:04;
2020-03-17;Cooking,messages,organization,preparation for go out,Shower;;01:34:13;
2020-03-17;Shopping;;05:54:19;
2020-03-17;Training;;05:55:00;
2020-03-17;Relax;;00:10:08;
2020-03-17;Work;;04:52:57;
2020-03-18;Sleep;;06:49:52;
2020-03-18;Work;;01:50:17;
2020-03-18;Eat;;00:59:08;
2020-03-18;Relax;;00:20:00;
2020-03-18;Work;;03:47:08;
2020-03-18;Eat;;02:03:21;
2020-03-18;Relax,mother's call,social networks;;00:51:06;Mother
2020-03-18;Work;Swap pc;03:27:32;
2020-03-18;Relax;;00:44:43;
2020-03-18;Eat;;00:57:59;
2020-03-19;Sleep;;08:39:51;
2020-03-19;Procrastination;;00:28:13;
2020-03-19;Organize,Cooking;;02:09:17;
2020-03-19;Organize,Cooking;;00:15:59;
2020-03-19;Eat;;00:34:29;
2020-03-19;Prepare for go out,Shopping;;01:54:07;
2020-03-19;Relax,Shower,Snack;;00:36:48;
2020-03-19;Orden and Cleanliness;;01:59:21;
2020-03-19;Eat,President's quarantine speech;;01:24:18;
2020-03-19;Message,Purge siren;;00:58:00;
2020-03-19;Study college;;01:06:27;
2020-03-19;Study college;;00:57:39;
2020-03-20;Sleep;;06:53:54;
2020-03-20;Work;;01:25:19;
2020-03-20;Cooking,Work,Eat;;01:50:20;
2020-03-20;Study college;;02:04:13;
2020-03-20;Work;;00:20:00;
2020-03-20;Relax,Eat;;00:54:53;
2020-03-20;Work;;01:34:04;
2020-03-20;Mother's call;;00:22:35;Mother
2020-03-20;Study college;;02:48:41;
2020-03-20;Cooking,Eat,Order and Cleanliness;;01:33:43;
2020-03-21;Sleep;;10:36:06;
2020-03-21;College,Messages;;02:32:51;
2020-03-21;Eat;;00:59:26;
2020-03-21;Messages,Relax;;00:21:09;
2020-03-21;College;;01:39:18;
2020-03-21;Mother's call;;00:26:07;Mother
2020-03-21;Snack,training;;00:44:04;
2020-03-21;Work;;01:04:01;
2020-03-21;Relax;;00:23:29;
2020-03-21;Work;;01:24:23;
2017-03-21;Eat,Sing;;00:55:51;
2020-03-22;Relax;;03:15:10;
2020-03-22;Coffee;;00:23:37;
2020-03-22;College;;01:13:41;
2020-03-22;Eat,Order and Cleanliness;;00:58:20;
2020-03-22;Work;;00:46:35;
2020-03-22;Shopping,Videocall with friends;;01:29:13;Nick,John,Ron
2020-03-22;Work;;04:34:46;
2020-03-23;Sleep;;09:00:38;
2020-03-23;College;;01:04:54;
2020-03-23;Cooking,eat,Sing;;00:53:11;
2020-03-23;College;;01:12:11;
2020-03-23;College;;00:58:51;
2020-03-23;Work;;02:00:00;
2020-03-23;Mother's call;;00:18:15;Mother
2020-03-23;Snack,Videogames;;00:03:25;
2020-03-23;Work;;01:01:58;
2020-03-23;Eat,Cooking,Sing,Videogames;;02:12:11;
2020-03-24;Messages;;01:04:18;
2020-03-24;Work;;00:24:14;
2020-03-24;Sleep;;09:01:23;
2020-03-24;Work;;02:16:31;
2020-03-24;Eat,training,videogames;;01:29:40;
2020-03-24;Work;;03:31:55;
2020-03-24;Videogames;;01:31:04;
2020-03-24;Work,Eat;;00:36:07;
2020-03-24;Eat,Videogames;;01:09:06;
2020-03-25;Sleep;;10:00:00;
2020-03-25;College;;01:13:00;
2020-03-25;College;;00:59:49;
2020-03-25;Work;;03:57:18;
2020-03-26;Sleep;;07:00:00;
2020-03-26;College;;03:36:48;
2020-03-26;Shopping,Eat;;02:20:00;
2020-03-26;College;;01:19:25;
2020-03-26;Training;;00:34:08;
2020-03-26;Relax,Mother's call;;00:45:47;Mother
2020-03-26;Cooking,eat;;01:53:55;
2020-03-27;Sleep;;01:00:21;
2020-03-27;Videocall;;00:23:16;
2020-03-27;Work;;02:08:17;
2020-03-27;Cooking,Eat,Training,Sing,Relax,Mother's call;;04:14:58;Mother
2020-03-28;Pay taxes;;01:36:21;
2020-03-28;Videogames with friends;;00:38:16;Nick,John,Ron
2020-03-28;College;;00:46:31;
2020-03-28;Videogames with friends;;01:25:47;Nick,John,Ron
2020-03-28;Eat;;00:24:22;
2020-03-28;Sleep;;11:03:36;
2020-03-28;Taxes,Shopping;;01:30:45;
2020-03-28;College;;00:18:52;
2020-03-28;Eat;;00:53:18;
2020-03-28;College;;01:15:00;
2020-03-28;Work;;02:58:44;
2020-03-29;Work,Eat,Cooking;;03:56:27;
2020-03-29;Eat;;00:49:41;
2020-03-29;Sleep;;07:00:00;
2020-03-29;College;;01:36:06;
2020-03-29;Eat,Order and Cleanliness,Videogames;;01:19:18;
2020-03-29;College;;01:50:46;
2020-03-29;Relax;;00:43:02;
2020-03-29;Work;;00:36:00;
2020-03-29;Eat;;00:34:36;
2020-03-29;Mother's call,Relax;;00:55:10;Mother
2020-03-29;Work;;02:25:44;
2020-03-29;Sleep;;11:00:00;
2020-03-29;Coffee,Shower;;01:06:54;
2020-03-29;College;;00:51:17;
2020-03-29;Training,Eat,Relax;;02:10:01;
2020-03-29;College;;02:18:58;
2020-03-29;Training,Eat;Bread with cheese and eggs;01:01:48;
2020-03-29;Work;;05:00:13;
2020-03-31;Sleep;;10:00:00;
2020-03-31;Messages;;00:27:58;
2020-03-31;College;;02:01:18;
2020-03-31;College;Bread with cheese, eggs and rice;01:16:18;
2020-03-31;College;;02:10:59;
2020-04-01;Work;;05:29:21;
2020-04-01;Eat,Cooking;Tuna,Eggs,Bread;00:30:25;
2020-04-01;Sleep;;07:23:12;
2020-04-01;Taxes,relax;;01:57:41;
2020-04-01;Virtual class,Eat,Training;;03:14:02;
2020-04-01;Twitter,news;;00:21:00;
2020-04-01;College;;01:52:26;
2020-04-01;College,Work;;04:00:29;
2020-04-02;Mother's call;;00:20:00;Mother
2020-04-02;Work,Cooking;;02:44.34;
2020-04-02;Eat;Potatos to oven with eggs;00:22:19;
2020-04-02;Sleep;;08:41:47;
2020-04-02;News;;00:38:13;
2020-04-02;Work;;02:36:19;
2020-04-02;College,Relax;;01:51:57;
2020-04-02;College;;01:43:18;
2020-04-02;Work;;00:32:53;
2020-04-02;College;;01:36:04;
2020-04-02;Work;;00:18:21;
2020-04-02;Cooking,Eat,Mother's call;;00:56:24;Mother
2020-04-02;Relax;;00:40:49;
2020-04-03;Sleep;;13:04:29;
2020-04-03;Work;;03:29:18;
2020-04-03;Cooking,eat;;00:45:11;
2020-04-03;Work;;04:10:52;
2020-04-04;Cooking,Eat,Sing,Frank's call;;02:28:36;Frank
2020-04-04;Sleep;;08:30:00;
2020-04-04;Work;;02:28:30;
2020-04-04;Relax;No internet;00:10:51;
2020-04-04;Work;;00:18:40;
2020-04-04;Cooking,Eat,Sing,Training,Shopping;;03:40:00;
2020-04-04;Work;;02:29:26;
2020-04-04;No internet,Order and Cleanliness,Videogames;;03:00:14;
2020-04-04;Videogames;;01:13:51;
2020-04-05;Sleep;;08:00:12;
2020-04-05;No internet;;00:52:46;
2020-04-05;Work;;03:18:32;
2020-04-05;Eat;;00:52:19;
2020-04-05;Work;;04:24:15;
2020-04-05;Cooking,Eat,Order and Cleanliness,Relax;;02:08:48;
2020-04-05;Order and Cleanliness;;00:47:35;
2020-04-06;Sleep;;06:15:46;
2020-04-06;Coffee,News;;00:21:51;
2020-04-06;College;;03:57:05;
2020-04-06;Eat,Training,Messages;;01:20:48;
2020-04-06;Pay taxes;No internet;00:42:39;
2020-04-06;Relax;;00:53:01;
2020-04-06;College;;02:49:10;
2020-04-06;Cooking ,Sing,Eat,Relax;;02:33:13;
2020-04-06;Mother's call;;00:21:37;Mother
2020-04-07;College;;01:10:52;
2020-04-07;Videogames;;01:26:48;
2020-04-07;Sleep;;07:38:56;
2020-04-07;Taxes;Internet;01:15:43;
2020-04-07;College;;00:23:18;
2020-04-07;Taxes;;01:15:00;
2020-04-07;College;;02:10:07;
2020-04-07;Cooking,Eat;;01:19:11;
2020-04-07;College;;05:12:11;
2020-04-08;Relax,Sing,Eat;;01:24:12;
2020-04-08;Sleep;;08:24:11;
2020-04-08;News and coffee;;00:27:58;
2020-04-08;College;;03:58:51;
2020-04-08;Eat;Tuna,Eggs;00:39:24;
2020-04-08;Training;;00:45:00;
2020-04-08;College;;04:12:26;
2020-04-08;Eat,Videogames;;02:40:38;
2020-04-08;Sleep;;08:40:45;
2020-04-08;No electric energy,Play guitar;;00:52:38;
2020-04-08;Cooking;;01:04:02;
2020-04-08;College;;01:36:25;
2020-04-08;Eat,Relax,Mother's call;;04:01:48;Mother
2020-04-10;Work;;00:54:02;
2020-04-10;Sleep;;07:57:00;
2020-04-10;Youtube videos,Coffee;;00:17:30;
2020-04-10;College;;02:13:43;
2020-04-10;Eat;Eggs;00:33:42;
2020-04-10;Organize;Shopping;02:48:03;
2020-04-10;Eat,Order and Cleanliness,Relax;;02:40:26;
2020-04-10;Taxes;;01:30:26;
2020-04-11;Work;;04:47:40;
2020-04-11;Sleep;;10:45:00;
2020-04-11;Work;;03:58:17;
2020-04-11;Work;;01:37:17;
2020-04-11;Cooking,Eat;Videogames;01:17:58;
2020-04-12;Work;;01:43:11;
2020-04-12;Sleep;;09:07:36;
2020-04-12;Work;;02:49:34;
2020-04-12;Relax;;00:15:44;
2020-04-12;Work;;00:16:37;
2020-04-12;Cooking,Eat,Relax;Toasts with cheese,Eggs,Videogames;02:14:05;
2020-04-12;Coffee;;00:26:36;
2020-04-13;Work;;05:58:48;
2020-04-13;Work;;00:27:00;
2020-04-13;Cooking,eat;Tuna,Mashed potatoes,Bread,Peanut;01:21:32;
2020-04-13;Sleep;;08:10:50;
2020-04-13;Coffee;;00:38:30;
2020-04-13;College;;04:18:59;
2020-04-13;Cooking,Virtual class,Training, Eat,Relax;Pasta with tomatoe sauce,Steak;02:43:20;
2020-04-13;College;;02:11:01;
2020-04-14;Sleep;Levantado a las 9:30;08:47:17;
2020-04-14;Coffee;;00:12:00;
2020-04-14;College;;02:35:50;
2020-04-14;Cooking,Eat,Sing,Relax;Chicken thigh to oven,Videogames;03:34:17;
2020-04-14;College;;05:04:00;
2020-04-14;Relax,Mother's call,Readings;;01:04:35;Mother
2020-04-14;Sleep;;09:05:00;
2020-04-14;College;;07:27:04;
2020-04-15;Relax,Message;;01:31:15;
2020-04-15;College;;01:45:11;
2020-04-15;Cooking,Eat,Sing,Videogames;;02:48:21;
2020-04-16;Sleep;;08:11:58;
2020-04-16;Procrastination;youtube videos;00:41:56;
2020-04-16;College;Fast;03:53:59;
2020-04-16;College,Training;;00:48:44;
2020-04-16;College;;00:13:36;
2020-04-16;Play guitar;;00:36:14;
2020-04-16;College;;01:54:53;
2020-04-16;College;;01:00:00;
2020-04-16;Relax;;02:13:30;
2020-04-17;Sleep;;09:32:13;
2020-04-17;Work;;02:45:16;
2020-04-17;Cooking,Eat,Coffee;;01:44:09;
2020-04-17;Work;;05:54:05;
2020-04-17;Eat;;00:29:28;
2020-04-17;Work;;00:46:05;
2020-04-18;Sleep;;08:20:00;
2020-04-18;Work;;02:30:06;
2020-04-18;Shopping,Taxes,Meet with friends;;04:50:38;Nick,John,Raymond
2020-04-18;Work;;00:52:37;
2020-04-18;Cooking,Eat;;01:55:22;
2020-04-19;Work;;01:21:32;
2020-04-19;Sleep;;08:00:00;
2020-04-19;Organize,Make shopping list;;04:49:27;
2020-04-19;Shopping;;04:14:41;
2020-04-19;Cooking,Eat;;01:50:19;
2020-04-20;College;;02:04:20;
2020-04-20;College;;04:20:45;
2020-04-21;Eat;Videogames;01:38:22;
2020-04-21;Sleep;;08:36:28;
2020-04-21;Coffee,Procrastination;;00:44:13;
2020-04-21;College;;02:47:32;
2020-04-21;Work;;02:28:59;
2020-04-21;Cooking,Eat;Bread with cheese,Eggs;01:07:31;
2020-04-21;Relax;;00:32:23;
2020-04-21;Work;;00:40:37;
2020-04-21;Work,College;;01:07:01;
2020-04-22;Work;;02:37:16;
2020-04-22;Cooking,Eat;Toasts with cheese,Videogames;00:53:30;
2020-04-22;Sleep;;08:45:00;
2020-04-22;College,Cooking,Training;Potatoes to oven;05:20:26;
2020-04-22;Eat;;01:15:26;
2020-04-22;Work;;00:20:13;
2020-04-22;Shopping;;00:39:39;
2020-04-23;Work;;04:03:28;
2020-04-23;Sleep;;07:45:22;
2020-04-23;College;;04:26:32;
2020-04-23;College,Cooking,Order and Cleanliness;Virtual classes,Potatoes to oven;02:01:32;
2020-04-23;Eat;;00:31:04;
2020-04-23;College;;02:00:00;
2020-04-23;Relax;;00:30:00;
2020-04-23;Work;;02:15:46;
2020-04-24;Cooking,Eat;;02:11:48;
2020-04-24;Sleep;;08:58:02;
2020-04-24;Coffee,news;;00:40:12;
2020-04-24;College;;03:08:29;
2020-04-24;Work;;05:57:09;
2020-04-24;Eat;;01:08:39;
2020-04-24;Mother's call;;00:22:28;Mother
2020-04-25;Trading;;00:39:50;
2020-04-25;Sleep;;09:00:00;
2020-04-25;College;;00:45:43;
2020-04-25;Work;;01:28:41;
2020-04-25;Cooking,Eat;Bread with melted cheese;01:17:06;
2020-04-25;Shopping;;01:00:37;
2020-04-26;Work;;02:40:03;
2020-04-26;Sleep;;06:50:04;
2020-04-26;Coffee;;00:46:15;
2020-04-26;College;;02:36:53;
2020-04-26;Cooking,Eat;;03:09:39;
2020-04-26;Coffee,Relax;;00:21:41;
2020-04-26;College;;01:52:56;
2020-04-26;Work;;01:17:35;
2020-04-27;Sleep;;08:50:00;
2020-04-27;College;;02:44:13;
2020-04-27;Cooking,Eat,College,Sing,Relax ;;03:36:30;
2020-04-27;Messages;;00:27:39;
2020-04-27;College;;02:57:40;
2020-04-27;Work;;03:28:21;
2020-04-28;Sleep;;08:00:00;
2020-04-28;College;;02:00:00;
2020-04-28;College;;00:55:45;
2020-04-28;Cooking,Eat;Bread with cheese,Pubg;01:04:46;
2020-04-28;Work;;01:56:21;
2020-04-28;Shopping,Sing;Bread with tuna;01:16:50;
2020-04-28;Work;;00:42:42;
2020-04-28;College;;01:57:59;
2020-04-28;Work;;01:23:53;
2020-04-29;Sleep;;08:46:40;
2020-04-29;Videocall;;00:40:28;Nick,John,Ron
2020-04-29;College;;01:52:45;
2020-04-29;College;Virtual classes;01:41:26;
2020-04-29;Cooking,Eat,Relax;Pubg,Bread with cheese;01:27:31;
2020-04-29;College;Work in group ASI;02:10:48;
2020-04-29;Work;;01:18:58;
2020-04-30;Sleep;;10:00:00;
2020-04-30;Procrastination;;00:44:34;
2020-04-30;College;Virtual classes;01:28:00;
2020-04-30;Systems readings;;00:20:36;
2020-04-30;Work;;01:24:08;
2020-04-30;College,Order and Cleanliness;Virtual classes;02:02:01;
2020-04-30;College,Shopping;Virtual classes;02:33:51;
2020-04-30;College;Virtual classes;02:18:21;
2020-04-30;Mother's call;;00:27:53;Mother
2020-04-30;Work;;01:08:58;
2020-05-01;Cooking,Eat;Steak to Saucepan,Rice;02:08:48;
2020-05-01;Sleep;;08:13:16;
2020-05-01;Coffee,Place cortains;;00:18:00;
2020-05-01;College;Practice AED;00:27:00;
2020-05-01;College;Practice AED;02:30:11;
2020-05-01;Training;;00:30:03;
2020-05-01;College;Practice AED;04:07:48;
2020-05-02;Sleep;;09:45:38;
2020-05-02;College;Exam AED;00:46.51;
2020-05-02;Work;;01:08:00;
2020-05-02;Work;;00:31:07;
2020-05-02;Cooking,eat;Rice,Chicken breast to saucepan;01:35:29;
2020-05-02;Relax,Shopping;Find out prices;01:35:00;
2020-05-02;Shopping,Meet with friends,Cooking,Mother's call,sing;Chicken to saucepan,Rice;04:50:27;Nick,Jhon,July,Mother
2020-05-03;Eat;Pubg;01:07:17;
2020-05-03;Sleep;;08:50:57;
2020-05-03;Work;;03:30:13;
2020-05-03;Cooking,Eat,Messages;Rice,Chicken breast to saucepan,Pubg;02:04:07;Jayden
2020-05-03;College;Group SOR;04:38:28;
2020-05-03;Training;;00:26:48;
2020-05-03;Cooking,Eat,Relax,Sing;Chicken breast to saucepan,Rice with melted cheese;02:46:35;
2020-05-04;Procrastination;;00:33:15;
2020-05-04;Work;;00:57:44;
2020-05-04;Sleep;;10:00:00;
2020-05-04;Work,College;Virtual classes;02:12:38;
2020-05-04;Eat;Chicken breast to saucepan,Rice with melted cheese;00:27:44;
2020-05-04;Work;;00:33:00;
2020-05-04;Work;;01:51:19;
2020-05-04;College,Cooking,Eat,Relax;Virtual classes,Chicken thigh to saucepan,Rice;02:39:18;
2020-05-04;Work;;00:53:54;
2020-05-04;College;Group SOR;01:08:38;
2020-05-05;Sleep;;10:10:44;
2020-05-05;Coffee;;00:23:51;
2020-05-05;Work;;01:48:25;
2020-05-05;Cooking,Eat,Relax;Steak to saucepan,Rice;02:40:54;
2020-05-05;Work;;01:08:49;
2020-05-05;College;Group SOR,Virtual classes;04:56:01;
2020-05-05;Cooking,Eat,Relax;;01:48:04;
2020-05-06;College;Download video editor;00:24:30;
2020-05-06;Sleep;;08:21:42;
2020-05-06;Coffee,Message;;00:27:15;Frank
2020-05-06;College;;01:59:56;
2020-05-06;Cooking,Eat;Steak to saucepan,Rice;01:38:24;
2020-05-06;College;;00:53:13;
2020-05-06;Work;;00:21:09;
2020-05-06;College,Relax;;00:35:17;
2020-05-06;Apps instalation;;01:17:51;
2020-05-06;College;;03:15:00;
2020-05-07;Cooking,Eat;Chicken thigh to saucepan,Rice;01:15:08;
2020-05-07;Sleep;;09:30:00;
2020-05-07;Pay taxes;;00:53:15;
2020-05-07;College;;01:34:34;
2020-05-07;Cook,Sing,Eat,College;Virtual classes,Pasta with chicken;03:04:33;
2020-05-07;Order and Cleanliness,College;Virtual classes;03:04:34;
2020-05-07;College;;02:41:26;
2020-05-07;Eat,Mother's call;Pasta with chicken;01:27:47;Mother
2020-05-08;Sleep;;10:29:03;
2020-05-08;Coffee;;00:27:24;
2020-05-08;College;Practice MAD;02:05:33;
2020-05-08;Cooking,Eat;Pasta with chicken;02:47:50;
2020-05-08;College;;05:10:22;
2020-05-08;Eat,Mother's call,Message;;00:57:12;Austin,Nick,Raymond
2020-05-09;Sleep;;09:51:32;
2020-05-09;College;Project SOR;02:08:56;
2020-05-09;Cooking,Eat,Procrastination;;01:21:42;
2020-05-09;College;Project SOR;01:51:23;
2020-05-09;Work;;01:47:02;
2020-05-09;Eat;Tuna with bread;00:49:49;
2020-05-09;Work;;03:42:52;
2020-05-10;Sleep;;10:30:00;
2020-05-10;Work;;00:23:45;
2020-05-10;Cooking,Eat;Toasts with cheese;00:46:12;
2020-05-10;Work;;01:33:22;
2020-05-10;Shopping;Withdraw money;01:19:36;
2020-05-10;Work;;01:12:41;
2020-05-10;College;Group SOR;03:17:38;
2020-05-10;Cooking,eat;Toasts with cheese;00:40:16;
2020-05-11;Work;;02:49:13;
2020-05-11;Sleep;;09:30:00;
2020-05-11;College;;02:36:58;
2020-05-11;Cooking,Eat,Relax;Chicken to saucepan,Cornmeal;02:40:26;
2020-05-11;Shopping;;02:04:28;
2020-05-11;College,Order and Cleanliness;Virtual classes;00:46:17;
2020-05-11;Shopping;;00:40:00;
2020-05-11;College;;01:00:24;
2020-05-11;Eat;Chicken,Peanut;00:32:00;
2020-05-12;Sleep;;09:27:00;
2020-05-12;Pay taxes;;00:43:08;
2020-05-12;College;MAD Survey 1 (Practice);00:40:28;
2020-05-12;Eat,Work,Eat;Ossobuco to saucepan,Potatoes;01:41:53;
2020-05-12;Work;;05:34:15;
2020-05-12;College,Shopping;Virtual classes;01:26:18;
2020-05-12;Mother's call;;01:13:35;Mother
2020-05-13;Sleep;;08:58:11;
2020-05-13;College;Practice SOR;03:42:13;
2020-05-13;College;Virtual classes;02:08:49;
2020-05-13;Work,Cooking,eat;;01:35:40;
2020-05-13;Work;;05:28:44;
2020-05-14;Sleep;;09:30:00;
2020-05-14;Coffee;;00:23:00;
2020-05-14;Work;Programming;02:04:27;
2020-05-14;Cook,Eat;Chicken to saucepan,Rice;01:09:03;
2020-05-14;Work;Programming;02:12:00;
2020-05-14;College,Readings;Virtual classes,Elon Musk biography;01:38:00;
2020-05-14;Shopping;;01:21:41;
2020-05-14;College;;00:51:58;
2020-05-15;Work;Programming;01:06:32;
2020-05-15;Cooking,Eat;Chicken breast to saucepan,Potatoes,Rice;01:04:46;
2020-05-15;Sleep;;07:33:22;
2020-05-15;Work;Programming;01:54:35;
2020-05-15;Thyme tea,Economics videos;;00:32:18;
2020-05-15;Readings;Planning;01:04:46;
2020-05-15;College;Project ASI;05:21:23;
2020-05-16;Work;;02:41:18;
2020-05-16;Sleep;;07:40:00;
2020-05-16;Coffee;;00:05:46;
2020-05-16;College;Practice MAD ;02:27:49;
2020-05-16;Cooking,College,Eat;Chicken thigh to saucepan,Potatoes,Practice MAD;02:18:50;
2020-05-16;College;Send doubts of MAD;00:49:02;
2020-05-16;Work;;04:45:38;
2020-05-16;Eat;Chicken to saucepan,Potatoes;00:48:18;
2020-05-16;Work;;01:11:07;
2020-05-17;Sing;;01:00:34;
2020-05-17;Sleep;;08:40:00;
2020-05-17;Coffee;;00:10:04;
2020-05-17;College;Practice MAD ;00:44:37;
2020-05-17;Work;;01:47:24;
2020-05-17;Cooking,eat,Work;Chicken breast to saucepan,Rice;01:51:39;
2020-05-17;Work;;00:59:00;
2020-05-17;Shopping,Meet with friends;;04:31:25;Nick,Nat
2020-05-18;Work,Meet with friends;Videocall;04:34:16;John,Nick,Raymond
2020-05-18;Sleep;;07:20:22;
2020-05-18;College;Summarize MAD;01:11:17;
2020-05-18;Cooking,eat;Rice,Eggs;00:40:07;
2020-05-18;College;Summarize MAD;03:21:20;
2020-05-18;Readings;;00:19:39;
2020-05-18;College;Survey 2 MAD (Practical and Theoretical);01:07:26;
2020-05-18;Cooking,Eat;Chicken to saucepan,Rice,Eggs;01:19:59;
2020-05-18;Work;;03:33:00;
2020-05-19;Work,Mother's call,Messages;;01:00:00;Nick,Jacob,Mother
2020-05-19;Sleep;;09:05:33;
2020-05-19;Work;;02:44:13;
2020-05-19;Cooking,Eat;Chicken breast to saucepan,Rice,Eggs;01:15:13;
2020-05-19;College;;04:57:32;
2020-05-19;Training;;00:18:59;
2020-05-16;Work;;02:33:02;
2020-05-20;Sleep;;07:02:48;
2020-05-20;Coffee;;00:13:37;
2020-05-20;Work;;03:09:32;
2020-05-20;Cooking,Eat,Relax;Ossobuco to saucepan,Rice,Eggs;02:55:06;
2020-05-20;College,Relax;;01:21:57;
2020-05-20;College;Project ASI;02:51:01;
2020-05-20;Shopping;;01:03:40;
2020-05-20;Messages;;00:25:22;Empa
2020-05-21;Sleep;;06:17:00;
2020-05-21;Work;;04:04:11;
2020-05-21;Cook,Eat,College,Work,Relax;Ossobuco to saucepan,Rice,Virtual classes;03:17:23;
2020-05-21;Shopping;;01:13:24;
2020-05-21;College,Work;Virtual classes;03:25:34;
2020-05-21;College;Simulate 1er Exam ASI;02:11:44;
2020-05-22;Eat;;00:42:25;
2020-05-22;Sleep;;07:15:00;
2020-05-22;Coffee;;00:31:55;
2020-05-22;College;Practice ASI;04:13:14;
2020-05-22;Work;;03:35:05;
2020-05-22;Cook,Eat;Chicken breast to saucepan,Rice;01:52:14;
2020-05-22;College;Summarize MAD;03:53:37;
2020-05-23;Sleep;;08:15:00;
2020-05-23;College;Summarize MAD;03:09:26;
2020-05-23;Shopping,Order and Cleanliness;;01:41:09;
2020-05-23;Cook,Eat,Relax;Ossobuco to saucepan,Potatoes,Salad;01:21:04;
2020-05-23;College;Summarize MAD;00:49:22;
2020-05-23;Work,College;;06:30:46;
2020-05-24;Sleep;;07:11:52;
2020-05-24;Coffee;;00:20:19;
2020-05-24;College;Practice MAD ;04:31:27;
2020-05-24;Training,Cook,College;Ossobuco to saucepan,Potatoes,Practice MAD;00:45:23;
2020-05-24;College;Practice MAD ;03:41:20;
2020-05-24;Training;;00:30:02;
2020-05-24;College;Send doubts of ASI;03:12:44;
2020-05-25;Cook,Eat;Ossobuco to saucepan,Potatoes,Rice,Salad,Bread with cheese;01:12:22;
2020-05-25;Sleep;;08:01:59;
2020-05-25;Coffee,Readings;Once a day diet;00:34:45;
2020-05-25;College;Survey 3 MAD (Practical and Theroetical),Project ASI;03:40:50;
2020-05-25;Work;;05:16:13;
2020-05-25;Cook,Eat,Mother's call,Relax;Ossobuco to pan,Potatoes,Rice,Salad,Bread with cheese;02:54:20;Mother
2020-05-26;Sleep;;08:53:10;
2020-05-26;Shopping;;01:00:00;
2020-05-26;College;Project ASI;01:30:00;
2020-05-26;College;Project ASI;01:40:35;
2020-05-26;Work,College;Graph and trees study;05:46:18;
2020-05-26;Cook,Eat,Relax;Ossobuco to pan,Rice,Eggs,Bread;02:24:48;
2020-05-27;Sleep;;07:11:31;
2020-05-27;College;Practice ASI;02:52:57;
2020-05-27;Work,College;Graph study;01:37:04;
2020-05-27;College;Virtual classes;01:22:01;
2020-05-27;Work,College;Programming graph;03:34:04;
2020-05-27;Cook,Eat,Training;Rice,Ossobuco to pan,Eggs,Bread with cheese;01:36:13;
2020-05-27;Work;;02:36:45;
2020-05-28;Sleep;;08:24:09;
2020-05-28;Work;;03:11:59;
2020-05-28;College,Relax;Virtual classes;00:38:27;
2020-05-28;Work;;00:33:50;
2020-05-28;College;Project ASI;00:51:25;
2020-05-28;College;Project ASI;00:23:13;
2020-05-28;College,Work;Project ASI;01:27:52;
2020-05-28;College;Virtual classes;01:28:27;
2020-05-28;Work,College;Virtual classes;01:32:51;
2020-05-29;College,Mother's call,Cook;Exam ASI;04:49:18;Mother
2020-05-29;Cook,Eat;;01:04:23;
2020-05-29;Sleep;Insomnia;09:24:00;
2020-05-29;Coffee;;00:23:46;
2020-05-29;Work;;04:06:21;
2020-05-29;Shopping;;00:42:07;
2020-05-29;Work;;02:00:53;
2020-05-29;Shopping;;01:00:56;
2020-05-29;Work;;02:12:24;
2020-05-30;Sleep;;08:28:59;
2020-05-30;Work;;05:37:05;
2020-05-30;College,See SpaceX takeoff;;03:06:23;
2020-05-30;College;Project 2 AED;02:55:37;
2020-05-30;Cook,Eat;Pasta with tomatoe sauce,Eggs;02:00:00;
2020-05-31;Work;;00:17:46;
2020-05-31;Sleep;;07:15:00;
2020-05-31;College;;00:28:52;
2020-05-31;College;Summarize MAD;02:19:11;
2020-05-31;Work;;02:49:15;
2020-05-31;Relax;;00:27:46;
2020-05-31;Work,College;;01:23:36;
2020-05-31;College;Project 2 AED;04:59:15;
2020-05-31;Sing,Cook,Eat;Pasta with tomatoe sauce,Tuna;00:49:25;
2020-06-01;Sleep;;08:32:35;
2020-06-01;Coffee;;00:15:58;
2020-06-01;College;Project 2 AED;04:17:41;
2020-06-01;College;Survey 4 Practical and theoretical;01:34:21;
2020-06-01;Work;;02:28:38;
2020-06-01;Work;;03:10:22;
2020-06-02;Cook,Eat;Pasta with tomatoe sauce,Eggs;02:30:00;
2020-06-02;Sleep;;07:03:52;
2020-06-02;Coffee,Youtube videos;;00:39:44;
2020-06-02;Work;;06:34:31;
2020-06-02;Work;;03:05:57;
2020-06-02;Cook,Eat,Mother's call,Relax;;03:00:55;
2020-06-03;Sleep;;08:20:00;
2020-06-03;Coffee;;00:30:00;
2020-06-03;Work;;03:53:23;
2020-06-03;College;Virtual classes;02:24:24;
2020-06-03;College;Projecto 2 AED;00:52:51;
2020-06-03;Shopping;;01:46:42;
2020-06-03;Order and Cleanliness;;00:30:58;
2020-06-03;College;Project 2 AED;01:29:36;
2020-06-03;Cook,Eat,Mother's call;;02:20:55;
2020-06-03;Work;;00:20:00;
2020-06-04;Sleep;;08:35:54;
2020-06-04;Coffee;;00:27:55;
2020-06-04;College;Summarize MAD,Project 2 Theoretical SOR;06:03:45;
2020-06-04;College,Readings,Relax;Virtual classes;01:45:31;
